keyid,village,intervention,date0,resurvey0,respondent0,homegarden0,va_exposed0,vaknowledgecountgen0,va_sourcegen0,ofsp_known0,ofspknowledgecountgen0,grew_ofsp0,ofsp_future0,goodrf_optionscountgen0,boughtofsp0,freeofsp0,planbuy0,gender0,widow0,education0,electricity0,house0,totalgoods0,sec0,evergrew0,ofspfreqad0,ofspfreqch0,date1,resurvey1,respondent1,ageofhh1,ageofspouse1,homegarden1,toilet1,vas1,va_exposed1,vaknowledgecountgen1,va_sourcegen1,ofsp_known1,ofspknowledgecountgen1,grew_ofsp1,ofsp_future1,price1,amount1,freechoice1,duration1,adult_ate1,child_ate1,adult_greens1,child_greens1,age_for_food1,goodrf_optionscountgen1,boughtofsp1,freeofsp1,planbuy1,nutreventcount1,ageventcount1,evergrew1,adultofspdiet1,childofspdiet1,ofspfreqad1,ofspfreqch1
105102,Nirnam,Ag + Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,29aug2018,0,Head of Household,88,80,0 No,1 The toilet is working and is used,"3 Has not heard of VA suppplements but child received some supplement, unsure what it was",1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",4,0 No,1 Yes,,,1 I asked for the OFSP ,3 More than a week but less than 2 weeks,6 No children in this household,6 No children in this household,5 Did not eat,,8,2,0,1,0,2,1,0,,,,
105103,Nirnam,Ag + Nutrition,10jan2018,1,Head of Household,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,0 Male,0,4 9th Standard,1 Full,Pucca,3,C2,0,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,0,0,0,,,0,0
105104,Nirnam,Ag + Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,0,0,0,,,0,0
105105,Nirnam,Ag + Nutrition,10jan2018,1,Head of Household,0 No,"2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,1 Yes,,0,,,,0 Male,0,2 No Formal Education,1 Full,Pucca,6,B1,1,,,28aug2018,0,Head of Household,71,68,1 Yes,3 There is no toilet facility. ,"3 Has not heard of VA suppplements but child received some supplement, unsure what it was","2 Has heard of vitamins, but not A",0,0,"1 Yes, have seen and heard",3,1 Yes,1 Yes,,,,3 More than a week but less than 2 weeks,2 Once every 3-4 days,2 Once every 3-4 days,1 Ate frequently,1 Ate frequently,6,1,0,0,0,1,5,1,3.1428571,3.1428571,2,2
105106,Nirnam,Ag + Nutrition,10jan2018,1,Head of Household,0 No,"3 Yes, has heard about vitamin A",0,1,"4 No, have neither seen nor heard",0,0 No,,1,,,,0 Male,0,4 9th Standard,1 Full,Pucca,7,A3,0,,,28aug2018,0,Spouse of Head,29,26,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,,,,,,,,,6,2,0,0,0,0,0,0,,,0,0
105107,Nirnam,Ag + Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,0,0,0,,,0,0
105108,Nirnam,Ag + Nutrition,10jan2018,1,Head of Household,0 No,"2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,0 Male,0,4 9th Standard,2 Partial,Pucca,2,D1,0,,,01sep2018,1,Spouse of Head,35,30,0 No,3 There is no toilet facility. ,"3 Has not heard of VA suppplements but child received some supplement, unsure what it was","3 Yes, has heard about vitamin A",3,5,"1 Yes, have seen and heard",4,0 No,0 No,,,,3 More than a week but less than 2 weeks,6 No children in this household,6 No children in this household,5 Did not eat,,8,1,1,0,0,1,0,0,,,,
105109,Nirnam,Ag + Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,28aug2018,0,Spouse of Head,56,53,1 Yes,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,"2 Has heard of vitamins, but not A",0,0,"1 Yes, have seen and heard",1,0 No,2 Undecided,,,,,,,5 Did not eat,5 Did not eat,6,1,0,0,1,1,0,0,,,0,0
105110,Nirnam,Ag + Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,28aug2018,0,Spouse of Head,45,40,0 No,3 There is no toilet facility. ,"3 Has not heard of VA suppplements but child received some supplement, unsure what it was",1 Has not heard of vitamins,0,0,"3 Yes, heard about it only",4,0 No,0 No,,,1 I asked for the OFSP ,3 More than a week but less than 2 weeks,6 No children in this household,6 No children in this household,5 Did not eat,,9,2,0,1,0,0,0,0,,,,
105111,Nirnam,Ag + Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,28aug2018,0,Spouse of Head,45,40,0 No,1 The toilet is working and is used,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",1,0 No,0 No,,,,,,,5 Did not eat,5 Did not eat,6,0,0,0,0,1,1,0,,,0,0
105112,Nirnam,Ag + Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,0,0,0,,,0,0
105113,Nirnam,Ag + Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,28aug2018,0,Spouse of Head,32,30,0 No,1 The toilet is working and is used,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"3 Yes, heard about it only",3,0 No,0 No,,,,,,,5 Did not eat,5 Did not eat,6,0,0,0,1,1,0,0,,,0,0
105114,Nirnam,Ag + Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,0,0,0,,,0,0
105300,Nirnam,Ag + Nutrition,21dec2017,0,Spouse of Head,0 No,"2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,1 Female,0,1 Illiterate,1 Full,Hut,2,D2,0,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,,,0,,,0,0
105301,Nirnam,Ag + Nutrition,10jan2018,1,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,0,1 Illiterate,3 None,Kutcha,1,E1,0,,,28aug2018,0,Spouse of Head,30,28,1 Yes,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"3 Yes, heard about it only",0,0 No,0 No,,,,,,,5 Did not eat,5 Did not eat,8,2,0,0,1,,,0,,,0,0
105302,Nirnam,Ag + Nutrition,21dec2017,0,Head of Household,0 No,"3 Yes, has heard about vitamin A",0,1,"4 No, have neither seen nor heard",0,0 No,,1,,,,0 Male,0,4 9th Standard,1 Full,Semi-pucca,2,D1,0,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,,,0,,,0,0
105303,Nirnam,Ag + Nutrition,10jan2018,1,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"2 Yes, saw it only",0,0 No,0 No,1,,,,1 Female,0,1 Illiterate,1 Full,Pucca,6,C1,0,,,29aug2018,0,Spouse of Head,40,35,1 Yes,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,"2 Has heard of vitamins, but not A",0,0,"1 Yes, have seen and heard",3,0 No,1 Yes,,,2 It was given to me without my asking,1 A few days only,4 Less than once a week,4 Less than once a week,5 Did not eat,5 Did not eat,6,1,0,1,0,,,0,.40000001,.40000001,1,1
105304,Nirnam,Ag + Nutrition,10jan2018,1,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,0,5 High School,2 Partial,Semi-pucca,2,D1,0,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,,,0,,,0,0
105305,Nirnam,Ag + Nutrition,21dec2017,0,Head of Household,1 Yes,"2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,0 Male,0,7 Degree,1 Full,Kutcha,8,A1,0,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,,,0,,,0,0
105306,Nirnam,Ag + Nutrition,21dec2017,0,Head of Household,1 Yes,"2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,0 Male,1,3 4th Standard,1 Full,Pucca,1,E1,0,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,,,0,,,0,0
105307,Nirnam,Ag + Nutrition,21dec2017,0,Spouse of Head,1 Yes,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,1 Female,0,1 Illiterate,3 None,Pucca,1,E1,0,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,,,0,,,0,0
105308,Nirnam,Ag + Nutrition,21dec2017,0,Head of Household,0 No,"2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,0 Male,0,3 4th Standard,1 Full,Pucca,3,C2,0,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,,,0,,,0,0
105309,Nirnam,Ag + Nutrition,21dec2017,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,1 Female,0,1 Illiterate,1 Full,Pucca,4,C2,0,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,,,0,,,0,0
105310,Nirnam,Ag + Nutrition,21dec2017,0,Spouse of Head,1 Yes,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,0,1 Illiterate,2 Partial,Semi-pucca,2,D2,0,,,29aug2018,0,Head of Household,55,50,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"3 Yes, heard about it only",3,0 No,0 No,,,,,,,5 Did not eat,5 Did not eat,6,1,0,0,1,,,0,,,0,0
105311,Nirnam,Ag + Nutrition,21dec2017,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,0,1 Illiterate,1 Full,Semi-pucca,4,C2,0,,,28aug2018,0,Spouse of Head,60,56,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,,,,,,,,,9,0,0,0,0,,,0,,,0,0
105312,Nirnam,Ag + Nutrition,21dec2017,0,Head of Household,0 No,"3 Yes, has heard about vitamin A",1,2,"4 No, have neither seen nor heard",0,0 No,,1,,,,0 Male,0,6 Diploma,3 None,Pucca,1,D1,0,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,,,0,,,0,0
106001,Jhingurijot,Ag Only,28dec2017,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,0,1 Illiterate,3 None,Pucca,3,D1,0,,,27aug2018,0,Spouse of Head,35,32,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"3 Yes, heard about it only",2,0 No,0 No,,,,,,,5 Did not eat,5 Did not eat,6,0,0,0,0,0,0,0,,,0,0
106002,Jhingurijot,Ag Only,28dec2017,0,Spouse of Head,0 No,"2 Has heard of vitamins, but not A",0,0,"1 Yes, have seen and heard",0,0 No,1 Yes,0,,,,1 Female,0,4 9th Standard,2 Partial,Pucca,3,C2,0,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,0,0,0,,,0,0
106003,Jhingurijot,Ag Only,28dec2017,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,1 Female,1,1 Illiterate,3 None,Kutcha,1,E1,0,,,27aug2018,0,Spouse of Head,70,,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"2 Yes, saw it only",1,0 No,0 No,30,1,,1 A few days only,5 Only ate it one or two times total,6 No children in this household,1 Ate frequently,,8,0,1,0,0,0,2,0,1.5,,1,
106004,Karihaniya,Ag + Nutrition,30dec2017,0,Head of Household,0 No,"2 Has heard of vitamins, but not A",0,0,"2 Yes, saw it only",2,0 No,2 Undecided,0,,,,0 Male,0,5 High School,1 Full,Pucca,6,A3,0,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,1,1,0,,,0,0
106005,Jhingurijot,Ag Only,29dec2017,0,Head of Household,0 No,"2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,0 Male,0,4 9th Standard,2 Partial,"Mansion (2-Story, finished home)",7,A3,0,,,27aug2018,0,Head of Household,32,36,1 Yes,1 The toilet is working and is used,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"3 Yes, heard about it only",0,0 No,1 Yes,,,,,,,5 Did not eat,5 Did not eat,6,2,0,0,0,0,0,0,,,0,0
106006,Jhingurijot,Ag Only,28dec2017,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,1 Female,0,1 Illiterate,2 Partial,Pucca,3,D1,0,,,27aug2018,0,Spouse of Head,45,40,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",0,0 No,0 No,,,,,,,5 Did not eat,5 Did not eat,7,0,0,0,1,0,1,0,,,0,0
106007,Jhingurijot,Ag Only,28dec2017,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,1 Yes,,1,,,,1 Female,0,1 Illiterate,1 Full,Pucca,4,C2,1,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,0,4,1,,,0,0
106008,Jhingurijot,Ag Only,28dec2017,0,Head of Household,0 No,"2 Has heard of vitamins, but not A",0,0,"2 Yes, saw it only",2,0 No,1 Yes,1,,,,0 Male,0,3 4th Standard,1 Full,Semi-pucca,5,B2,1,,,04sep2018,1,Spouse of Head,51,48,0 No,1 The toilet is working and is used,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",2,1 Yes,1 Yes,,,,5 More than 4 weeks,1 Nearly every day,1 Nearly every day,1 Ate frequently,1 Ate frequently,12,1,0,0,1,0,2,1,40,40,6,6
106009,Jhingurijot,Ag Only,28dec2017,0,Head of Household,1 Yes,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,0 Male,1,5 High School,1 Full,Pucca,7,A3,0,,,27aug2018,0,Head of Household,52,48,0 No,1 The toilet is working and is used,"3 Has not heard of VA suppplements but child received some supplement, unsure what it was","2 Has heard of vitamins, but not A",0,0,"3 Yes, heard about it only",0,0 No,0 No,,,,,,,5 Did not eat,5 Did not eat,12,1,0,0,1,0,0,0,,,0,0
106010,Karihaniya,Ag + Nutrition,30dec2017,0,Head of Household,0 No,"2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,0 Male,0,3 4th Standard,2 Partial,Pucca,3,C2,0,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,0,0,0,,,0,0
106011,Jhingurijot,Ag Only,29dec2017,0,Head of Household,0 No,"2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,0 Male,0,3 4th Standard,1 Full,Pucca,3,C2,1,,,27aug2018,0,Spouse of Head,50,45,1 Yes,2 The toilet is not working or is not being used,4 Has not heard of VA supplements and child has not received,"2 Has heard of vitamins, but not A",0,0,"1 Yes, have seen and heard",3,1 Yes,0 No,0,7,,4 3-4 weeks,2 Once every 3-4 days,2 Once every 3-4 days,5 Did not eat,5 Did not eat,12,1,1,0,0,0,1,1,7.1428571,7.1428571,3,3
106012,Jhingurijot,Ag Only,29dec2017,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,1 Female,0,2 No Formal Education,1 Full,Pucca,6,B1,0,,,27aug2018,0,Spouse of Head,35,30,0 No,1 The toilet is working and is used,4 Has not heard of VA supplements and child has not received,"2 Has heard of vitamins, but not A",0,0,"1 Yes, have seen and heard",2,0 No,0 No,25,1,,1 A few days only,3 Once or twice a week,3 Once or twice a week,5 Did not eat,5 Did not eat,6,1,1,0,0,0,1,0,.54545456,.54545456,1,1
106013,Jhingurijot,Ag Only,28dec2017,0,Spouse of Head,0 No,"2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,1 Yes,,1,,,,1 Female,0,1 Illiterate,1 Full,Pucca,6,C1,1,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,0,3,1,,,0,0
106014,Jhingurijot,Ag Only,28dec2017,0,Head of Household,1 Yes,"2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,0 Male,1,6 Diploma,1 Full,Pucca,5,A3,0,,,04sep2018,1,Head of Household,48,46,0 No,1 The toilet is working and is used,2 Has heard of VA supplements but child has not received,"3 Yes, has heard about vitamin A",3,1,"3 Yes, heard about it only",4,0 No,1 Yes,,,,,,,5 Did not eat,5 Did not eat,7,0,0,0,1,0,0,0,,,0,0
106015,Jhingurijot,Ag Only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,0,0,0,,,0,0
106016,Jhingurijot,Ag Only,29dec2017,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,1 Yes,,1,,,,1 Female,0,1 Illiterate,1 Full,Kutcha,5,C1,1,,,27aug2018,0,Spouse of Head,65,60,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,"3 Yes, has heard about vitamin A",2,2,"1 Yes, have seen and heard",2,1 Yes,1 Yes,,,,,,,5 Did not eat,5 Did not eat,6,0,0,0,1,0,1,1,,,0,0
106017,Jhingurijot,Ag Only,29dec2017,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,1 Female,0,1 Illiterate,2 Partial,Pucca,4,C2,0,,,27aug2018,0,Spouse of Head,30,28,1 Yes,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",2,0 No,0 No,,,2 It was given to me without my asking,2 About a week,3 Once or twice a week,3 Once or twice a week,5 Did not eat,2 Ate a few times,8,1,0,1,0,0,0,0,1.2727273,1.2727273,1,1
106018,Jhingurijot,Ag Only,29dec2017,0,Spouse of Head,0 No,"2 Has heard of vitamins, but not A",0,0,"3 Yes, heard about it only",3,1 Yes,2 Undecided,0,,,,1 Female,0,2 No Formal Education,1 Full,Kutcha,3,C2,1,,,04sep2018,1,Spouse of Head,42,38,1 Yes,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,"3 Yes, has heard about vitamin A",2,2,"1 Yes, have seen and heard",3,1 Yes,1 Yes,,,,2 About a week,3 Once or twice a week,3 Once or twice a week,5 Did not eat,5 Did not eat,12,0,0,0,1,0,6,1,1.2727273,1.2727273,1,1
106019,Jhingurijot,Ag Only,28dec2017,0,Head of Household,1 Yes,"2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,0 Male,1,6 Diploma,1 Full,Pucca,8,A2,0,,,04sep2018,1,Spouse of Head,47,45,0 No,1 The toilet is working and is used,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"2 Yes, saw it only",2,0 No,0 No,,,,,,,5 Did not eat,5 Did not eat,7,0,0,0,1,0,0,0,,,0,0
106020,Jhingurijot,Ag Only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,0,0,0,,,0,0
106021,Jhingurijot,Ag Only,28dec2017,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,1 Female,0,1 Illiterate,1 Full,Pucca,5,C1,0,,,27aug2018,0,Head of Household,42,37,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",1,0 No,0 No,,,,,,,5 Did not eat,5 Did not eat,7,2,0,0,1,0,2,0,,,0,0
106022,Jhingurijot,Ag Only,28dec2017,0,Head of Household,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,0 Male,0,5 High School,1 Full,Pucca,8,A2,0,,,27aug2018,0,Spouse of Head,53,50,1 Yes,1 The toilet is working and is used,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",0,0 No,1 Yes,,,,,,,5 Did not eat,5 Did not eat,6,0,0,0,1,0,0,0,,,0,0
106023,Jhingurijot,Ag Only,29dec2017,0,Head of Household,0 No,"2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,0 Male,0,3 4th Standard,3 None,Pucca,3,C2,0,,,27aug2018,0,Head of Household,30,27,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,,,,,,,,,12,0,0,0,0,0,0,0,,,0,0
106024,Jhingurijot,Ag Only,29dec2017,0,Spouse of Head,1 Yes,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,1 Female,0,1 Illiterate,1 Full,Pucca,3,D1,0,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,0,0,0,,,0,0
106025,Jhingurijot,Ag Only,29dec2017,0,Spouse of Head,1 Yes,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,0,1 Illiterate,1 Full,Pucca,2,D2,0,,,04sep2018,1,Spouse of Head,43,38,0 No,1 The toilet is working and is used,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",2,0 No,0 No,,,,,,,3 Ate once – Liked it,3 Ate once – Liked it,6,1,0,0,1,0,0,0,,,0,0
106026,Jhingurijot,Ag Only,29dec2017,0,Head of Household,0 No,"2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,0 Male,1,3 4th Standard,1 Full,Pucca,5,B2,0,,,04sep2018,1,Head of Household,80,75,0 No,1 The toilet is working and is used,"3 Has not heard of VA suppplements but child received some supplement, unsure what it was",1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",4,0 No,1 Yes,,,,3 More than a week but less than 2 weeks,6 No children in this household,6 No children in this household,5 Did not eat,,12,2,1,0,0,0,1,0,,,,
106027,Jhingurijot,Ag Only,28dec2017,0,Spouse of Head,0 No,"2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,0,6 Diploma,2 Partial,Pucca,3,C1,0,,,04sep2018,1,Spouse of Head,30,25,0 No,1 The toilet is working and is used,4 Has not heard of VA supplements and child has not received,"2 Has heard of vitamins, but not A",0,0,"2 Yes, saw it only",0,0 No,1 Yes,,,2 It was given to me without my asking,1 A few days only,4 Less than once a week,4 Less than once a week,5 Did not eat,5 Did not eat,6,1,0,1,1,0,0,0,.40000001,.40000001,1,1
106028,Jhingurijot,Ag Only,28dec2017,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,1 Female,0,1 Illiterate,1 Full,Kutcha,4,C2,0,,,04sep2018,1,Spouse of Head,45,43,0 No,1 The toilet is working and is used,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",2,0 No,1 Yes,,,2 It was given to me without my asking,1 A few days only,5 Only ate it one or two times total,6 No children in this household,2 Ate a few times,,12,1,0,1,0,0,2,0,1.5,,1,
106029,Jhingurijot,Ag Only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,0,0,0,,,0,0
106030,Jhingurijot,Ag Only,29dec2017,0,Head of Household,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,0 Male,0,1 Illiterate,3 None,Pucca,2,D2,0,,,04sep2018,1,Head of Household,50,47,0 No,1 The toilet is working and is used,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"2 Yes, saw it only",0,0 No,0 No,,,,,,,5 Did not eat,5 Did not eat,7,0,0,0,0,0,0,0,,,0,0
106031,Jhingurijot,Ag Only,28dec2017,0,Head of Household,0 No,"2 Has heard of vitamins, but not A",0,0,"3 Yes, heard about it only",0,0 No,1 Yes,0,,,,0 Male,0,5 High School,1 Full,Pucca,2,D1,0,,,27aug2018,0,Spouse of Head,50,48,0 No,1 The toilet is working and is used,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",0,0 No,1 Yes,,,,,,,5 Did not eat,5 Did not eat,6,2,0,0,1,0,0,0,,,0,0
106032,Jhingurijot,Ag Only,28dec2017,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,1 Female,0,1 Illiterate,2 Partial,Pucca,4,C2,0,,,04sep2018,1,Head of Household,59,52,0 No,1 The toilet is working and is used,4 Has not heard of VA supplements and child has not received,"2 Has heard of vitamins, but not A",0,0,"1 Yes, have seen and heard",3,0 No,1 Yes,,,,,,,5 Did not eat,5 Did not eat,6,2,0,0,1,0,0,0,,,0,0
